r,g,b,color
7,0,133,blue
96,54,0,brown
159,201,0,green
197,0,194,purple
0,26,32,black
0,27,204,blue
0,11,18,black
0,242,52,green
0,72,154,blue
174,97,0,orange
64,233,0,green
109,0,84,purple
78,0,232,blue
96,251,0,green
185,0,144,pink
0,172,188,blue
24,232,0,green
16,0,170,blue
174,0,65,pink
0,69,149,blue
200,91,0,orange
168,0,123,purple
133,0,1,red
109,88,0,brown
169,55,0,orange
241,116,0,orange
28,171,0,green
114,0,76,purple
244,0,235,pink
0,186,60,green
248,0,73,pink
111,0,212,purple
0,131,251,blue
0,24,81,blue
236,109,0,orange
30,226,0,green
133,45,0,brown
0,16,239,blue
149,203,0,green
148,0,28,red
243,0,218,pink
194,21,0,red
87,0,250,blue
0,144,74,green
0,56,121,blue
0,144,215,blue
211,0,90,pink
181,0,12,red
0,101,223,blue
0,75,34,green
0,49,173,blue
71,0,117,purple
239,35,0,red
0,222,128,green
71,92,0,green
0,85,189,blue
238,68,0,orange
0,115,201,blue
238,0,3,red
174,211,0,green
24,0,179,blue
102,142,0,green
0,16,243,blue
0,69,27,green
208,0,174,pink
168,0,169,purple
144,0,56,red
33,0,174,blue
240,76,0,orange
0,107,159,blue
135,0,236,purple
248,0,133,pink
0,226,18,green
105,86,0,brown
0,8,12,black
0,23,202,blue
227,0,241,pink
182,0,6,red
0,67,20,green
2,0,82,blue
111,0,133,purple
0,25,134,blue
0,62,134,blue
208,64,0,orange
53,0,59,purple
94,129,0,green
82,172,0,green
0,69,49,green
0,84,204,blue
216,80,0,orange
7,193,0,green
106,0,192,purple
93,0,122,purple
179,71,0,orange
0,60,155,blue
0,43,154,blue
209,169,0,yellow
0,90,170,blue
30,173,0,green
248,35,0,red
69,0,254,blue
25,161,0,green
0,173,178,blue
9,219,0,green
0,105,189,blue
148,170,0,green
180,33,0,red
170,65,0,orange
0,176,245,blue
84,0,81,purple
0,6,134,blue
0,9,164,blue
0,252,60,green
82,18,0,brown
0,21,207,blue
253,246,0,yellow
233,0,127,pink
0,15,224,blue
0,81,180,blue
233,0,114,pink
69,40,0,brown
79,0,82,purple
163,0,198,purple
249,151,0,orange
20,79,0,green
0,152,74,green
58,15,0,brown
0,214,112,green
73,152,0,green
245,154,0,orange
126,0,8,red
128,1,0,red
82,198,0,green
65,0,57,purple
0,226,74,green
18,0,148,blue
40,0,128,blue
0,159,171,blue
0,236,13,green
98,66,0,brown
219,0,246,pink
144,0,29,red
252,0,115,pink
118,0,219,purple
20,0,125,blue
121,0,223,purple
0,74,87,blue
215,0,116,pink
105,0,133,purple
0,215,83,green
0,153,63,green
9,0,156,blue
197,104,0,orange
204,0,84,pink
0,95,170,blue
246,33,0,red
64,216,0,green
61,46,0,brown
0,150,29,green
0,199,79,green
243,0,179,pink
92,239,0,green
131,75,0,brown
207,121,0,orange
63,0,216,blue
155,191,0,green
41,232,0,green
141,25,0,red
151,0,35,red
130,169,0,green
212,239,0,yellow
230,19,0,red
169,32,0,red
48,0,78,purple
0,149,94,green
219,155,0,orange
1,156,0,green
221,96,0,orange
127,50,0,brown
0,14,95,blue
108,0,211,purple
168,0,69,pink
222,0,228,pink
0,126,208,blue
30,0,111,blue
0,20,173,blue
192,0,169,pink
170,0,176,purple
72,226,0,green
58,0,65,purple
0,246,50,green
0,53,78,blue
57,0,228,blue
0,49,61,blue
210,0,233,purple
41,12,0,brown
0,168,221,blue
96,122,0,green
79,0,58,purple
178,197,0,yellow
14,183,0,green
221,0,0,red
229,0,212,pink
0,243,38,green
150,0,196,purple
169,8,0,red
0,116,1,green
92,0,90,purple
38,113,0,green
12,248,0,green
44,0,75,purple
0,17,88,blue
0,131,23,green
97,0,139,purple
0,122,230,blue
212,0,124,pink
216,0,248,pink
0,112,128,blue
0,96,202,blue
57,134,0,green
219,0,255,pink
0,36,115,blue
130,0,222,purple
131,63,0,brown
179,0,65,pink
125,207,0,green
0,232,58,green
208,18,0,red
0,45,252,blue
146,212,0,green
0,125,203,blue
158,87,0,brown
199,0,13,red
85,0,69,purple
0,8,230,blue
162,0,238,purple
176,40,0,red
0,164,26,green
246,220,0,yellow
228,82,0,orange
0,134,26,green
191,190,0,yellow
241,52,0,orange
0,69,24,green
170,183,0,green
0,220,42,green
0,208,253,blue
0,137,194,blue
140,0,33,red
52,0,70,purple
215,0,205,pink
21,0,99,blue
9,122,0,green
16,0,138,blue
0,189,102,green
211,0,154,pink
219,102,0,orange
120,47,0,brown
44,82,0,green
240,0,177,pink
188,8,0,red
148,36,0,red
29,0,189,blue
0,55,136,blue
170,197,0,green
0,33,118,blue
91,227,0,green
192,0,76,pink
198,0,114,pink
69,0,189,blue
76,183,0,green
249,237,0,yellow
84,243,0,green
208,176,0,yellow
221,241,0,yellow
0,169,59,green
0,95,193,blue
0,67,225,blue
76,0,41,purple
0,63,254,blue
165,0,242,purple
228,0,161,pink
108,0,206,purple
45,0,179,blue
208,248,0,yellow
0,215,19,green
22,230,0,green
223,229,0,yellow
200,210,0,yellow
125,109,0,brown
237,0,127,pink
54,73,0,green
98,191,0,green
235,76,0,orange
0,83,159,blue
0,53,193,blue
109,159,0,green
0,172,191,blue
0,246,147,green
216,0,181,pink
89,0,231,blue
167,0,94,pink
15,227,0,green
94,0,71,purple
227,103,0,orange
205,206,0,yellow
250,150,0,orange
133,0,213,purple
0,203,90,green
143,0,119,purple
9,0,214,blue
148,162,0,green
153,0,183,purple
0,153,180,blue
0,34,233,blue
0,173,204,blue
0,239,95,green
70,193,0,green
0,141,59,green
29,0,250,blue
198,212,0,yellow
127,0,112,purple
0,112,225,blue
142,0,103,purple
0,231,59,green
0,34,116,blue
119,0,247,purple
231,0,159,pink
0,181,95,green
48,0,152,blue
73,0,75,purple
0,174,213,blue
204,0,77,pink
60,97,0,green
152,191,0,green
217,100,0,orange
0,124,233,blue
36,12,0,brown
0,1,222,blue
50,0,207,blue
0,131,170,blue
190,0,240,purple
62,0,133,purple
0,35,210,blue
0,158,240,blue
193,0,13,red
0,136,22,green
199,174,0,yellow
53,144,0,green
0,255,3,green
162,73,0,brown
94,35,0,brown
210,101,0,orange
229,169,0,yellow
134,183,0,green
0,128,53,green
144,18,0,red
92,19,0,brown
188,0,19,red
226,41,0,red
63,0,68,purple
0,208,104,green
40,0,112,blue
0,235,84,green
235,158,0,orange
0,203,40,green
235,62,0,orange
138,6,0,red
69,114,0,green
181,0,115,pink
152,48,0,brown
0,127,217,blue
38,105,0,green
211,0,210,pink
0,13,89,blue
118,169,0,green
0,223,47,green
15,0,187,blue
232,0,37,red
0,97,28,green
21,0,125,blue
71,242,0,green
157,132,0,brown
98,0,80,purple
0,142,208,blue
123,0,134,purple
155,109,0,brown
237,0,65,red
96,0,140,purple
123,214,0,green
88,0,160,purple
131,0,197,purple
126,74,0,brown
76,107,0,green
0,202,50,green
0,245,49,green
2,0,197,blue
168,0,22,red
135,0,170,purple
14,113,0,green
17,236,0,green
26,0,60,purple
0,98,44,green
0,108,36,green
215,223,0,yellow
255,0,146,pink
77,0,177,purple
0,237,140,green
251,167,0,orange
0,255,64,green
106,48,0,brown
0,45,208,blue
213,0,39,red
253,0,127,pink
9,0,162,blue
238,246,0,yellow
0,89,235,blue
129,221,0,green
0,244,141,green
126,165,0,green
13,242,0,green
22,0,186,blue
86,123,0,green
0,44,139,blue
0,64,35,green
56,47,0,brown
212,0,133,pink
0,113,42,green
1,0,127,blue
93,209,0,green
0,24,213,blue
0,98,168,blue
0,168,41,green
161,0,54,red
235,0,64,red
244,0,100,pink
0,45,214,blue
231,125,0,orange
137,196,0,green
56,0,146,blue
0,241,95,green
58,92,0,green
110,0,117,purple
252,11,0,red
0,40,189,blue
64,0,95,purple
0,27,196,blue
237,128,0,orange
5,0,239,blue
216,182,0,yellow
194,208,0,yellow
61,0,154,purple
0,118,17,green
0,99,232,blue
0,240,80,green
218,252,0,yellow
4,0,175,blue
100,0,239,purple
126,79,0,brown
0,73,199,blue
0,59,110,blue
134,0,17,red
14,0,160,blue
174,196,0,green
72,0,58,purple
206,17,0,red
156,0,190,purple
0,65,36,green
198,0,98,pink
0,170,45,green
0,129,175,blue
127,23,0,red
18,0,186,blue
0,208,80,green
125,201,0,green
234,160,0,orange
238,0,160,pink
191,123,0,orange
47,203,0,green
135,0,178,purple
0,238,152,green
188,0,161,purple
0,155,192,blue
219,0,230,pink
0,125,217,blue
233,0,254,pink
0,124,205,blue
243,45,0,red
0,238,65,green
230,37,0,red
138,0,84,purple
0,139,20,green
0,91,189,blue
40,0,161,blue
163,201,0,green
0,255,128,green
0,30,169,blue
200,203,0,yellow
0,28,115,blue
0,121,246,blue
219,142,0,orange
50,205,0,green
38,67,0,green
0,148,213,blue
240,251,0,yellow
109,65,0,brown
11,197,0,green
158,0,248,purple
81,0,233,blue
0,141,184,blue
1,148,0,green
105,1,0,red
244,0,128,pink
139,0,163,purple
0,149,34,green
58,153,0,green
168,74,0,orange
5,187,0,green
122,57,0,brown
222,111,0,orange
190,0,238,purple
42,0,71,purple
233,180,0,yellow
0,87,177,blue
176,17,0,red
42,236,0,green
85,0,122,purple
253,174,0,orange
42,0,216,blue
86,46,0,brown
70,0,248,blue
226,102,0,orange
64,0,40,purple
248,0,63,red
196,95,0,orange
0,75,221,blue
119,206,0,green
84,0,206,purple
0,243,36,green
126,0,169,purple
221,181,0,yellow
115,97,0,brown
118,0,4,red
0,216,49,green
0,3,252,blue
248,0,172,pink
141,0,143,purple
0,55,110,blue
183,0,106,pink
181,0,155,purple
89,218,0,green
89,75,0,brown
108,23,0,brown
0,41,195,blue
162,0,189,purple
97,21,0,brown
0,38,242,blue
0,240,98,green
2,94,0,green
102,0,177,purple
237,0,223,pink
126,171,0,green
0,165,105,green
30,74,0,green
0,60,182,blue
35,101,0,green
211,0,66,red
0,207,43,green
0,131,87,green
94,0,60,purple
199,0,12,red
116,22,0,red
0,174,242,blue
132,41,0,brown
0,30,197,blue
150,0,112,purple
75,26,0,brown
0,88,142,blue
72,0,188,blue
0,97,191,blue
32,0,227,blue
0,84,14,green
41,145,0,green
116,0,4,red
146,227,0,green
91,68,0,brown
0,133,222,blue
76,47,0,brown
239,131,0,orange
29,0,38,purple
0,108,231,blue
0,139,195,blue
176,0,168,purple
0,72,230,blue
104,0,51,purple
0,44,94,blue
0,163,104,green
0,165,13,green
186,0,10,red
0,17,137,blue
156,0,55,red
0,165,197,blue
0,250,146,green
48,0,105,purple
63,55,0,brown
11,220,0,green
178,0,190,purple
237,0,3,red
189,108,0,orange
69,110,0,green
0,68,207,blue
218,0,24,red
251,94,0,orange
203,222,0,yellow
6,60,0,green
204,0,45,red
0,82,204,blue
0,142,202,blue
0,66,220,blue
0,140,207,blue
80,0,225,blue
218,0,136,pink
130,0,162,purple
0,175,41,green
26,0,96,blue
0,97,55,green
194,0,161,pink
182,0,158,purple
239,0,11,red
30,0,175,blue
176,178,0,yellow
63,0,244,blue
0,163,221,blue
35,0,91,blue
163,5,0,red
0,87,35,green
152,0,92,purple
229,126,0,orange
107,46,0,brown
0,18,136,blue
207,0,90,pink
0,180,21,green
24,178,0,green
130,54,0,brown
77,63,0,brown
134,20,0,red
37,95,0,green
18,0,230,blue
112,62,0,brown
244,109,0,orange
0,90,7,green
158,205,0,green
190,0,181,purple
131,0,170,purple
246,150,0,orange
194,91,0,orange
178,156,0,yellow
224,0,135,pink
23,111,0,green
149,76,0,brown
84,231,0,green
34,208,0,green
172,174,0,yellow
127,45,0,brown
184,185,0,yellow
226,0,70,pink
53,0,100,purple
32,125,0,green
0,207,82,green
73,0,79,purple
0,60,48,green
69,0,137,purple
132,193,0,green
233,33,0,red
194,0,69,pink
230,180,0,yellow
43,220,0,green
203,0,92,pink
67,0,59,purple
131,31,0,brown
0,116,45,green
0,231,20,green
77,112,0,green
0,230,142,green
0,49,237,blue
0,81,36,green
205,0,130,pink
217,0,163,pink
69,0,121,purple
61,200,0,green
253,233,0,yellow
0,181,96,green
76,19,0,brown
65,88,0,green
109,0,151,purple
218,0,154,pink
0,24,141,blue
0,111,29,green
209,0,161,pink
0,196,113,green
114,162,0,green
91,0,159,purple
0,81,30,green
191,51,0,orange
0,117,164,blue
132,0,151,purple
181,0,62,red
127,0,166,purple
251,201,0,yellow
95,30,0,brown
215,102,0,orange
172,0,116,pink
221,49,0,orange
42,197,0,green
186,174,0,yellow
0,218,124,green
43,0,253,blue
0,104,155,blue
16,61,0,green
15,0,167,blue
0,181,87,green
40,104,0,green
65,0,169,blue
0,33,92,blue
44,0,63,purple
145,0,32,red
0,122,186,blue
115,190,0,green
0,0,237,blue
18,109,0,green
0,21,160,blue
109,27,0,brown
64,118,0,green
32,0,166,blue
80,0,132,purple
226,0,164,pink
0,6,253,blue
170,104,0,brown
171,0,143,purple
0,87,59,green
221,0,52,red
163,0,187,purple
0,107,175,blue
0,246,36,green
14,0,97,blue
0,5,203,blue
20,90,0,green
202,0,88,pink
0,247,137,green
0,98,71,green
174,0,217,purple
196,0,8,red
94,0,187,purple
83,61,0,brown
0,140,72,green
0,88,248,blue
217,0,112,pink
0,232,156,green
198,14,0,red
0,99,75,green
181,36,0,red
51,0,61,purple
5,0,215,blue
191,0,149,pink
204,63,0,orange
0,241,16,green
4,0,206,blue
0,45,122,blue
131,0,123,purple
144,49,0,brown
219,0,210,pink
0,114,239,blue
0,73,41,green
32,217,0,green
82,31,0,brown
0,31,175,blue
0,10,195,blue
0,1,129,blue
211,0,205,pink
235,92,0,orange
0,136,0,green
0,146,219,blue
221,0,152,pink
0,222,80,green
148,183,0,green
45,0,133,blue
0,47,53,blue
0,32,154,blue
39,0,94,purple
250,0,207,pink
228,238,0,yellow
92,53,0,brown
137,232,0,green
36,0,226,blue
55,0,51,purple
116,0,250,purple
183,73,0,orange
250,23,0,red
139,87,0,brown
204,0,53,red
0,16,84,blue
0,232,13,green
250,0,16,red
0,27,110,blue
130,237,0,green
0,134,37,green
0,22,249,blue
95,75,0,brown
0,14,159,blue
214,0,59,red
32,147,0,green
83,48,0,brown
0,87,170,blue
0,120,205,blue
0,108,154,blue
0,21,139,blue
0,0,128,blue
44,0,105,purple
0,93,53,green
205,0,87,pink
31,225,0,green
117,0,224,purple
255,0,47,red
49,0,161,blue
109,50,0,brown
231,0,20,red
176,0,36,red
0,120,208,blue
0,14,137,blue
215,22,0,red
0,252,119,green
35,0,96,blue
182,0,128,pink
0,137,8,green
9,77,0,green
191,92,0,orange
81,0,110,purple
175,0,73,pink
0,43,118,blue
63,0,208,blue
0,193,54,green
66,8,0,brown
225,0,73,pink
131,0,8,red
190,73,0,orange
204,16,0,red
184,33,0,red
0,153,239,blue
186,0,16,red
145,123,0,brown
254,183,0,yellow
232,28,0,red
249,0,120,pink
197,0,143,pink
91,0,185,purple
242,230,0,yellow
0,135,174,blue
69,38,0,brown
38,254,0,green
252,254,0,yellow
65,0,176,blue
14,146,0,green
25,0,107,blue
52,213,0,green
92,0,173,purple
70,170,0,green
0,119,244,blue
120,0,226,purple
38,0,156,blue
246,165,0,orange
96,61,0,brown
244,220,0,yellow
202,143,0,orange
44,0,101,purple
48,73,0,green
0,127,205,blue
45,0,161,blue
93,0,129,purple
100,160,0,green
152,66,0,brown
79,211,0,green
142,107,0,brown
36,0,216,blue
42,108,0,green
170,4,0,red
84,240,0,green
215,89,0,orange
192,140,0,orange
0,186,50,green
2,146,0,green
63,143,0,green
6,0,190,blue
0,131,211,blue
175,0,104,pink
55,0,238,blue
24,0,193,blue
221,0,45,red
155,8,0,red
25,212,0,green
0,86,211,blue
196,60,0,orange
38,0,138,blue
174,184,0,yellow
0,143,38,green
182,0,176,purple
0,35,105,blue
149,0,102,purple
35,0,201,blue
0,175,60,green
245,0,219,pink
197,173,0,yellow
53,224,0,green
185,0,165,purple
124,215,0,green
249,0,46,red
236,0,46,red
237,88,0,orange
103,47,0,brown
68,0,119,purple
0,19,188,blue
66,140,0,green
58,33,0,brown
0,123,21,green
118,0,75,purple
0,125,205,blue
0,83,136,blue
220,182,0,yellow
199,0,151,pink
182,187,0,yellow
0,57,120,blue
179,0,219,purple
0,99,239,blue
0,235,4,green
0,245,96,green
0,193,50,green
228,176,0,yellow
106,0,182,purple
250,0,103,pink
0,65,231,blue
214,0,74,pink
35,0,78,purple
240,0,7,red
0,67,209,blue
0,157,211,blue
37,0,215,blue
73,0,202,blue
91,0,148,purple
0,18,2,black
95,250,0,green
18,119,0,green
182,0,142,pink
89,0,78,purple
0,238,70,green
164,0,252,purple
0,57,111,blue
166,0,204,purple
40,0,83,purple
65,0,85,purple
142,0,28,red
185,0,218,purple
0,148,228,blue
207,125,0,orange
0,20,169,blue
17,0,143,blue
221,0,163,pink
27,28,0,brown
79,20,0,brown
92,206,0,green
215,0,129,pink
212,0,67,pink
205,0,56,red
149,79,0,brown
188,88,0,orange
72,0,230,blue
129,105,0,brown
254,0,73,pink
118,191,0,green
0,103,51,green
243,201,0,yellow
210,0,216,pink
3,73,0,green
132,16,0,red
0,16,0,black
135,152,0,green
0,86,155,blue
31,109,0,green
177,0,92,pink
72,0,107,purple
16,0,207,blue
232,58,0,orange
0,91,167,blue
50,128,0,green
11,0,121,blue
80,0,127,purple
45,81,0,green
0,39,75,blue
2,0,100,blue
0,54,77,blue
249,0,223,pink
55,0,243,blue
87,0,132,purple
168,0,204,purple
65,156,0,green
3,224,0,green
45,212,0,green
42,0,237,blue
0,28,191,blue
62,0,60,purple
50,0,50,purple
35,0,40,purple
11,0,125,blue
171,121,0,brown
0,98,6,green
0,156,242,blue
48,0,231,blue
135,53,0,brown
246,125,0,orange
0,76,164,blue
108,0,102,purple
221,134,0,orange
0,88,218,blue
213,246,0,yellow
102,196,0,green
100,112,0,green
217,86,0,orange
244,255,0,yellow
208,229,0,yellow
0,142,229,blue
97,0,81,purple
201,6,0,red
48,0,190,blue
135,175,0,green
49,0,104,purple
251,160,0,orange
0,141,99,green
229,4,0,red
0,230,80,green
136,0,149,purple
0,181,42,green
0,68,9,green
54,0,58,purple
76,0,139,purple
0,137,232,blue
38,59,0,green
207,150,0,orange
227,0,237,pink
0,34,174,blue
241,93,0,orange
230,0,190,pink
100,60,0,brown
138,0,109,purple
26,0,43,purple
0,27,157,blue
69,0,48,purple
0,83,216,blue
183,98,0,orange
0,227,84,green
25,126,0,green
94,55,0,brown
83,251,0,green
196,0,58,red
182,153,0,yellow
45,193,0,green
145,4,0,red
214,74,0,orange
0,108,60,green
79,0,191,purple
163,0,49,red
128,241,0,green
0,19,25,black
142,93,0,brown
0,206,81,green
247,0,154,pink
219,83,0,orange
0,65,34,green
229,237,0,yellow
0,32,80,blue
252,0,127,pink
135,0,52,red
250,0,209,pink
0,153,206,blue
113,0,112,purple
151,0,140,purple
34,0,252,blue
0,68,144,blue
0,202,48,green
0,247,8,green
229,156,0,orange
105,122,0,green
214,93,0,orange
60,0,64,purple
207,0,111,pink
0,152,170,blue
37,0,106,blue
248,208,0,yellow
34,0,236,blue
0,175,78,green
0,97,8,green
40,154,0,green
0,47,136,blue
21,0,188,blue
0,16,112,blue
0,51,64,blue
0,112,1,green
0,119,163,blue
219,68,0,orange
13,0,135,blue
152,0,99,purple
0,77,245,blue
30,0,173,blue
54,59,0,green
0,79,147,blue
0,92,145,blue
13,210,0,green
213,9,0,red
14,233,0,green
24,90,0,green
0,164,231,blue
0,198,27,green
0,75,169,blue
17,8,0,black
131,35,0,brown
9,163,0,green
0,189,89,green
0,225,89,green
28,0,161,blue
205,0,165,pink
194,27,0,red
111,0,214,purple
222,0,248,pink
0,169,38,green
0,141,199,blue
0,36,254,blue
146,0,216,purple
200,0,191,pink
30,238,0,green
138,65,0,brown
0,5,149,blue
11,94,0,green
0,171,193,blue
0,147,243,blue
0,36,164,blue
0,108,157,blue
27,0,154,blue
88,0,65,purple
211,46,0,red
0,78,130,blue
87,0,182,purple
82,0,178,purple
0,120,152,blue
0,78,14,green
98,215,0,green
0,172,235,blue
20,0,196,blue
85,0,227,blue
38,252,0,green
81,0,45,purple
0,146,79,green
0,95,9,green
169,0,133,purple
196,0,50,red
249,0,99,pink
76,0,237,blue
26,0,215,blue
16,116,0,green
64,100,0,green
0,117,27,green
0,223,104,green
185,177,0,yellow
0,234,21,green
0,65,103,blue
101,0,182,purple
101,23,0,brown
115,135,0,green
103,0,158,purple
95,5,0,red
0,47,140,blue
154,0,13,red
92,0,154,purple
195,0,148,pink
206,116,0,orange
93,0,134,purple
243,229,0,yellow
0,10,90,blue
0,44,146,blue
22,0,241,blue
187,0,225,purple
232,0,107,pink
0,102,182,blue
114,0,200,purple
168,80,0,brown
0,33,156,blue
0,2,121,blue
183,0,175,purple
130,0,195,purple
184,0,43,red
237,102,0,orange
68,0,85,purple
38,0,54,purple
61,74,0,green
142,171,0,green
158,108,0,brown
0,162,86,green
235,63,0,orange
0,239,110,green
204,0,32,red
191,0,89,pink
68,245,0,green
42,0,125,blue
78,136,0,green
0,8,186,blue
81,0,90,purple
0,98,53,green
167,0,165,purple
233,101,0,orange
57,5,0,brown
137,217,0,green
127,0,106,purple
0,163,61,green
51,216,0,green
198,0,153,pink
253,0,115,pink
200,67,0,orange
184,97,0,orange
0,184,117,green
219,0,149,pink
190,0,84,pink
188,0,193,purple
183,0,1,red
253,126,0,orange
108,0,71,purple
33,138,0,green
0,40,208,blue
150,0,251,purple
63,71,0,green
0,0,103,blue
198,20,0,red
0,190,107,green
78,0,188,purple
0,128,90,green
133,204,0,green
0,99,140,blue
146,93,0,brown
121,46,0,brown
41,0,102,purple
242,0,120,pink
97,0,157,purple
98,184,0,green
0,220,17,green
179,165,0,yellow
4,209,0,green
153,0,227,purple
51,187,0,green
65,0,186,blue
23,233,0,green
0,115,57,green
47,0,159,blue
168,200,0,green
169,158,0,yellow
0,107,137,blue
102,0,231,purple
0,177,225,blue
158,180,0,green
212,54,0,orange
230,0,212,pink
0,103,202,blue
9,0,197,blue
0,180,10,green
248,0,216,pink
0,37,137,blue
88,158,0,green
0,3,221,blue
188,77,0,orange
245,0,118,pink
107,0,206,purple
210,158,0,yellow
0,84,9,green
67,0,160,purple
0,249,55,green
8,114,0,green
161,0,130,purple
39,0,160,blue
0,16,144,blue
128,188,0,green
0,35,167,blue
0,95,177,blue
57,0,220,blue
48,29,0,brown
31,0,179,blue
78,236,0,green
7,181,0,green
150,0,111,purple
0,68,26,green
65,0,102,purple
182,0,252,purple
255,153,0,orange
128,0,233,purple
250,0,142,pink
46,0,34,purple
196,139,0,orange
130,0,161,purple
233,0,200,pink
178,0,14,red
160,183,0,green
0,97,179,blue
0,173,97,green
252,0,18,red
0,124,204,blue
191,0,196,purple
76,239,0,green
0,70,254,blue
20,0,106,blue
55,0,162,blue
2,0,248,blue
37,20,0,brown
111,0,232,purple
148,0,131,purple
0,3,85,blue
0,36,193,blue
44,167,0,green
233,0,51,red
6,217,0,green
13,60,0,green
155,0,227,purple
116,86,0,brown
194,0,9,red
106,0,232,purple
35,0,152,blue
156,67,0,brown
75,0,39,purple
91,253,0,green
173,111,0,brown
0,129,215,blue
86,0,177,purple
92,103,0,green
168,0,17,red
166,92,0,brown
156,163,0,green
236,106,0,orange
0,149,210,blue
0,27,230,blue
102,0,109,purple
107,216,0,green
180,219,0,yellow
0,252,110,green
2,0,175,blue
183,237,0,yellow
165,0,144,purple
27,145,0,green
0,40,213,blue
152,125,0,brown
201,0,32,red
0,112,198,blue
40,0,178,blue
123,200,0,green
41,11,0,brown
91,163,0,green
227,50,0,orange
66,179,0,green
190,83,0,orange
109,162,0,green
149,87,0,brown
114,199,0,green
85,234,0,green
185,164,0,yellow
0,94,33,green
50,73,0,green
120,209,0,green
0,73,219,blue
0,82,158,blue
251,0,156,pink
22,0,219,blue
110,0,222,purple
0,183,119,green
210,0,203,pink
165,0,157,purple
0,130,255,blue
102,0,156,purple
84,65,0,brown
150,0,34,red
153,0,155,purple
94,51,0,brown
119,0,107,purple
35,0,239,blue
0,249,37,green
151,163,0,green
248,232,0,yellow
10,0,139,blue
131,213,0,green
56,155,0,green
0,64,113,blue
0,114,27,green
32,0,249,blue
0,124,190,blue
112,0,243,purple
217,105,0,orange
0,200,19,green
210,0,9,red
63,0,175,blue
32,178,0,green
